,id,rid,uid,gid,context,stimuli,response,created_at,published,tid,detailedness,novelty,usefulness,context_features,response_features,stimuli_features,combined_features,context_cluster,response_cluster,stimuli_cluster,stimuli_triples,response_triples,context_triples
155,296,7,131,60,Only this individual is present in the room. The individual sleeps soundly.,An Individual inadvertently drifts off to sleep in a lit room.,"The smart home now detects the lack of movement or substantial noise occurring within this room, and successfully disables the lighting, efficiently saving energy.",2016-08-13 13:06:42,1,296,4.5,4.0,5.0,"[-0.54458076 -0.30914572 -1.8187304  ... -0.02075425  0.6086719
  0.18171111]","[-0.5362205  -1.3913155   0.18451469 ...  0.88688105 -0.5387445
 -0.14815111]","[-0.21785906  0.69782525 -1.105946   ...  0.9116136   0.15882379
  0.6760444 ]","[-1.2986603  -1.002636   -2.7401617  ...  1.7777405   0.22875118
  0.70960444]",17,22,0,[],[],[]
156,306,9,103,52,The lights use sensors to determine that the movement is from a small animal and not a person. ,A small animal approaches the house. ,The lights do not turn on.,2016-08-13 14:32:27,1,306,0.0,1.5,3.0,"[-0.36953628 -0.35713622 -0.51617044 ...  0.04234377 -0.03644808
  0.59822154]","[-0.63392425  0.04521368 -0.11954551 ... -0.15304841 -0.47391236
 -1.3577048 ]",[ 1.0693458 -0.9750759 -1.0884326 ... -1.034688  -1.078586   0.6687905],"[ 0.06588531 -1.2869984  -1.7241485  ... -1.1453927  -1.5889465
 -0.09069264]",1,6,1,[],[],[]
157,307,8,148,65,I and few of my friends were already in the room watching TV. So the lights were dim.,One of my friends enters the room.,The lights should not become brighter because a new person has entered the room. ,2016-08-13 14:34:56,1,307,-1.0,3.5,3.5,"[ 0.2286642   0.2492865  -0.02995584 ...  0.7928725  -0.65938973
  0.23338081]","[ 1.3952467   0.07359324 -0.6352212  ...  0.2339312  -0.1553441
  1.637026  ]","[ 1.1135234  -0.30841193 -0.35597086 ... -0.17206962 -1.0847142
  0.9519057 ]","[ 2.7374344   0.01446781 -1.0211478  ...  0.85473406 -1.899448
  2.8223124 ]",6,12,2,[],[],[]
158,308,10,103,52,The lamp besides the chair has sensors to recognize when a person is sitting in the reading chair. ,"A person sits in a designated reading"" chair. """,The lamp besides the reading chair turns on. ,2016-08-13 14:35:13,1,308,5.0,5.0,4.5,"[-0.11389799  0.59178257 -0.24742796 ...  0.9616198  -1.0923873
  0.0800445 ]","[-0.2741512   1.1329662  -0.40796518 ...  0.12068773 -1.6347193
 -0.9523175 ]","[-0.66054463  0.5465354  -0.935715   ... -0.10427655 -1.2441332
 -0.22876285]",[-1.0485938  2.271284  -1.5911082 ...  0.978031  -3.97124   -1.1010358],2,24,8,[],[],[]
159,311,7,148,65,John snores loudly while sleeping or he got a flu and coughing while sleeping.,This time my good friend John is sleeping.,The light should not turn on every time John makes a 'noise'.,2016-08-13 14:53:22,1,311,0.0,4.5,4.5,"[-0.61502016 -0.02769917 -0.6891552  ... -0.61614674  0.61090136
 -0.11321698]","[-0.5948138  -0.6531276   0.01987654 ... -0.96090305 -0.36635846
 -0.6595309 ]","[-0.99551904  0.36583936 -1.107167   ... -0.8302614   0.44036657
  0.67956537]","[-2.205353   -0.31498742 -1.7764456  ... -2.4073112   0.6849094
 -0.0931825 ]",18,22,0,[],[],[]
160,312,7,160,66,There is no noise or movement in the room for an extended period of time.,A person falls asleep on the couch and has been quietly dozing in the room for an hour.,The room should fade off the lights.,2016-08-13 16:04:07,1,312,4.5,2.5,3.5,"[-0.5154311  -0.6333252  -0.45813587 ... -0.5536837  -0.41791847
  0.84231466]","[-0.50172305  0.26816586  0.33177987 ...  1.326191   -0.15641865
 -0.07967301]","[-0.00656567  0.1274287  -1.250326   ...  0.28481758  0.02870424
  0.37299377]","[-1.0237198  -0.23773065 -1.376682   ...  1.0573249  -0.54563284
  1.1356354 ]",18,11,0,[],[],[]
161,313,8,160,66,"The smart home should turn on lights in the room when it detects movement, even someone moving slowly and quietly.",A person is trying to be quiet and slowly tiptoes into a dark room.,The room should automatically turn on lights.,2016-08-13 16:05:42,1,313,5.0,4.0,3.5,"[-0.10165694 -0.33592716 -0.28123912 ...  0.53959507 -0.47562656
  0.56355244]","[ 0.53312284  0.24511352 -0.09231691 ...  0.40590826 -0.5086639
 -0.07304616]","[ 0.04379148  0.35636815 -0.6427351  ... -0.2974089  -0.18807359
  1.5218518 ]","[ 0.47525737  0.26555452 -1.0162911  ...  0.6480944  -1.172364
  2.012358  ]",14,8,17,[],[],[]
162,314,9,160,66,"It is not dark outside, but a person is making movement outside the home.",A person walks through the backyard. It is in the afternoon.,The smart home should not automatically turn on lights.,2016-08-13 16:07:08,1,314,0.0,2.5,3.0,"[-0.4914854   0.3090704  -0.25906113 ...  0.1155159  -1.7186904
 -0.7757775 ]","[ 0.33099982 -0.49385396 -0.3865533  ...  0.10721187 -0.79416555
 -0.5022437 ]","[ 0.10417644 -0.5855502   0.01335036 ...  0.27106768 -1.8037661
 -0.24004494]","[-0.05630913 -0.77033377 -0.632264   ...  0.49379542 -4.3166223
 -1.5180662 ]",8,4,11,[],[],[]
163,315,10,160,66,The smart home is programmed to dim the lighting when the TV is on.,A person turns off the television in the room.,The lights in the room are no longer dimmed.,2016-08-13 16:09:05,1,315,4.0,3.5,3.75,"[ 0.21148123 -0.11845765 -0.21962631 ...  1.5538546  -1.0859184
 -0.31635043]","[-0.45500344 -0.39620906 -0.0545897  ...  0.91148365 -1.2802563
 -1.6739521 ]","[ 0.11635926 -1.2150875   0.01443342 ...  1.4883174  -0.45482016
 -0.9121503 ]","[-0.12716296 -1.7297542  -0.25978258 ...  3.9536557  -2.8209949
 -2.902453  ]",6,13,9,[],[],[]
164,316,8,161,68,The room senses movement in the room.,I walk into the dark room.,The lights should turn on.,2016-08-13 16:18:26,1,316,0.0,1.5,3.0,"[-0.6184412  -0.28460273 -0.03122905 ...  0.20606706  0.19741228
  0.6990012 ]","[ 0.06370655 -0.25312006  0.13744487 ...  0.57544565 -1.0896968
 -0.36059436]","[ 0.03096029  0.30558348 -0.10827044 ...  0.1135892  -0.5593057
 -0.03994638]","[-0.5237744  -0.23213932 -0.00205462 ...  0.8951019  -1.4515902
  0.29846045]",23,20,17,[],[],[]
165,321,9,161,68,There is movement and it is dark outside.,My friend walks outside after dark.,The lights should automatically turn on.,2016-08-13 16:22:53,1,321,3.5,2.5,3.0,"[-0.18093775  0.6746296   0.81589323 ...  0.48545673  0.25156328
 -0.0238113 ]","[-0.3046668  -0.18466337  0.04459744 ...  0.01496563 -0.49223566
  0.22211474]","[-0.16879506  0.40977657 -0.6112725  ...  0.72961533 -0.13475572
  0.38602367]","[-0.65439963  0.8997428   0.24921817 ...  1.2300377  -0.37542808
  0.5843271 ]",8,8,1,[],[],[]
166,323,8,165,69,My motion is detected.,I walk into a room to watch TV,The lights come on.,2016-08-13 16:23:54,1,323,4.0,1.5,3.5,"[-0.5265052  -0.19126657  0.52335244 ...  0.5705206   0.6009364
  0.82185566]","[-0.32815042 -0.75663984 -0.06729289 ...  0.43586054 -1.283273
 -0.4583361 ]","[ 1.6123526  -0.63859326 -0.29135454 ...  0.67601454 -1.3055967
 -0.17471604]","[ 0.757697   -1.5864997   0.16470501 ...  1.6823956  -1.9879333
  0.1888035 ]",12,1,23,"[['I', 'watch', 'TV']]",[],[]
167,324,7,162,69,"The room is empty and there is music playing, which stops.",The radio stops playing.,The lights turn off.,2016-08-13 16:24:27,1,324,3.5,3.0,3.25,"[-0.57536954 -1.1951312  -0.06696285 ...  1.0408703  -0.26506472
 -0.15046741]","[-0.6076766  -0.337262    0.22005852 ...  1.366211   -0.30685285
 -0.6120595 ]","[-0.20523204 -1.2886215   0.13057067 ...  0.3271328   0.26231346
 -0.12590395]","[-1.3882782  -2.8210146   0.28366634 ...  2.7342143  -0.3096041
 -0.88843083]",18,14,9,[],[],[]
168,325,9,165,69,Movement is detected by the house.,A robber looks at my house and approaches a window.,A light shines on where the movement is. ,2016-08-13 16:24:40,1,325,4.0,4.0,4.0,"[-0.24689798 -1.0347289  -0.47140113 ...  0.10654173 -0.18306655
  0.685691  ]","[ 0.0853826   0.4862003   0.70939773 ...  0.337396   -0.31247124
 -0.08685074]","[ 0.5124378   1.0931512  -0.18469048 ... -0.7021034  -1.4561609
  0.1959029 ]","[ 0.35092244  0.54462266  0.05330616 ... -0.25816563 -1.9516987
  0.7947431 ]",5,13,16,[],[],[]
169,326,10,165,69,The home detects that the television has been turned on.,I turn on the TV.,The lights slightly dim. ,2016-08-13 16:25:13,1,326,4.0,1.5,2.75,"[ 0.20725223 -1.1496474  -0.16980177 ...  0.6494637  -1.5103065
 -0.22045948]","[-0.5675614   0.44290963 -0.11486726 ...  0.5789038  -0.4891539
  0.3874817 ]","[ 0.9794273  -0.5526271  -0.07601324 ...  0.36746186 -2.057712
 -0.8059367 ]","[ 0.6191181  -1.2593648  -0.36068225 ...  1.5958294  -4.0571723
 -0.63891447]",21,3,23,[],[],[]
170,327,8,162,69,"The room is dark and no people are home, but the cat walks in.",A cat enters the room.,The lights don't turn on because the cat isn't a person.,2016-08-13 16:27:34,1,327,4.5,3.0,3.5,"[ 0.62023556 -0.54764146 -0.6796764  ...  0.19114362 -0.44733196
  0.6389144 ]","[-0.8210845  -0.20086993  0.2572706  ...  0.22370669 -0.438782
  0.29006797]","[ 0.8996864  -0.29319134 -0.38892502 ... -0.05256411 -0.67397803
  0.08766054]",[ 0.6988375 -1.0417027 -0.8113308 ...  0.3622862 -1.560092   1.0166429],9,22,2,[],[],[]
171,329,8,162,69,The room is dark and a toddler walks in.,A small child enters the room.,The lights turn on.,2016-08-13 16:28:30,1,329,4.0,2.5,4.0,"[ 0.89698    -0.04376984  0.17040743 ...  0.5911661  -0.08492874
  0.7041548 ]","[-0.06447766 -0.7657394   0.01138437 ...  0.52450234 -1.2914764
 -0.5809049 ]","[ 0.8857674  -0.5906136  -0.40607828 ... -0.41985145 -0.329001
  0.7572882 ]","[ 1.7182697  -1.4001229  -0.22428648 ...  0.695817   -1.7054062
  0.88053805]",9,1,4,[],[],[]
172,330,9,162,69,"It's dark and a branch falls from a tree near the house, creating movement.",A branch falls from a tree in the yard.,The lights turn on.,2016-08-13 16:29:55,1,330,0.0,3.5,3.5,"[-0.7717899   0.48172626  1.0176935  ... -0.02972224 -0.5087017
  0.10959679]","[-0.06447766 -0.7657394   0.01138437 ...  0.52450234 -1.2914764
 -0.5809049 ]","[-0.19546139 -0.21792401  0.27187702 ...  0.42835197 -0.4173609
  0.14592454]","[-1.031729   -0.50193715  1.3009549  ...  0.92313206 -2.2175388
 -0.32538357]",8,1,11,[],[],[]
173,332,9,162,69,"It isn't dark out, and someone is walking around near the house.",Someone is walking in the yard during the day. ,The lights don't turn on.,2016-08-13 16:35:30,1,332,0.0,2.5,4.0,"[-0.09795619 -0.39765224 -0.59505826 ...  0.22796227 -1.5638398
 -0.3975441 ]","[-0.64390236  0.02353399 -0.19388148 ... -0.16565913 -0.49629343
 -1.2830857 ]","[ 0.04412627 -0.8129914  -0.10914467 ...  0.17324337 -0.9253714
 -0.58145636]","[-0.69773227 -1.1871097  -0.8980844  ...  0.23554653 -2.9855046
 -2.2620862 ]",5,6,11,[],[],[]
174,333,10,162,69,The lighting is configured to be brighter for cooking and dimmer for dining.,I finish cooking and sit down to eat.,The lights dim.,2016-08-13 16:36:27,1,333,4.0,3.5,4.0,"[-0.31390554  0.6274388  -0.11398669 ...  0.86591005 -1.7129048
 -0.48414853]","[-0.5077685   0.67717814 -0.10898113 ...  0.86574274 -0.5304258
  0.20115323]","[-0.516477   -0.15707852 -1.3382015  ...  0.5934209  -0.6048005
 -0.29717833]",[-1.338151   1.1475384 -1.5611694 ...  2.3250737 -2.8481312 -0.5801737],6,3,18,[],[],[]
175,334,10,162,69,The lights are set to be dimmer while I'm using the computer.,I turn off my computer and start reading a book.,The lights get brighter.,2016-08-13 16:37:48,1,334,5.0,4.0,5.0,"[-1.0679654   0.92631334 -0.15864828 ... -0.14886238 -0.9703135
 -0.37320292]","[-0.3403849   0.20592277 -0.3874319  ...  0.5336987  -0.93905973
  0.5333201 ]","[-0.5782441  -0.24767873 -0.94326633 ...  0.34475088  0.15796386
 -0.41774833]","[-1.9865944   0.8845574  -1.4893465  ...  0.7295872  -1.7514093
 -0.25763112]",6,13,8,[],[],[]
176,335,10,157,68,I lay on my bed and begin reading a book. ,I walk into the bedroom.,The lights should turn on but be somewhat dim.,2016-08-13 16:39:21,1,335,4.0,3.5,3.0,"[ 0.78973573  0.68382806 -1.172634   ...  0.5656403  -0.29000285
 -0.0364421 ]","[ 0.11665171 -0.00786439  0.05991383 ...  0.8468173  -0.7711924
  0.49846563]","[ 1.0916865  -0.5917777  -0.3702698  ...  0.59025407 -0.21046431
  0.2707207 ]","[ 1.998074    0.08418598 -1.4829899  ...  2.0027115  -1.2716596
  0.7327442 ]",24,12,2,[],[],[]
177,337,8,166,71,The room sensor detected movement based on the first step and registers it.,The person approaches the room and takes a step inside.,The light will turned on for the room because there was movement.,2016-08-13 16:44:02,1,337,0.0,2.5,2.5,"[-0.15907079 -1.0572283  -0.51790273 ...  1.0992167   0.77219355
  0.8937539 ]","[ 0.24529849 -0.32509702  0.38088655 ...  0.6353667   0.35348353
  0.18719749]","[ 1.9768709  -0.5213779   0.01607845 ...  0.11608716 -0.6009484
  0.4386139 ]","[ 2.0630984  -1.9037032  -0.12093771 ...  1.8506706   0.52472866
  1.5195652 ]",7,21,2,[],[],[]
178,338,9,166,71,There was movement based on the area of the sensed movement.,Person approaches the house within a certain radius.,The light will shine brightly in that area in response of the movements.,2016-08-13 16:45:14,1,338,0.0,2.0,3.0,"[-0.14473173 -0.5247301   0.37274763 ...  0.7317967   0.34977433
 -0.05734672]","[-0.46389934  0.4057557   0.40188262 ...  1.3260411  -0.54830396
 -0.04222918]","[ 0.67200875 -0.02343622 -0.36399442 ... -0.7074902  -0.9761682
  0.29266486]","[ 0.06337765 -0.14241058  0.41063583 ...  1.3503475  -1.1746979
  0.19308895]",12,13,1,[],[],[]
179,339,10,166,71,"The person presence will turn on the lights. If it is day time and there are windows, the lights aren't brightly lit up. If it's a in a room with no windows for natural light. then the lights will be bright. The room will sense the brightness based on gps time location to determine if it's day time or night time.",The person approaches the room and does an activity.,"The lights will adjust accordingly based on gps location to tell what time it is. If there is a TV turned on, it will response to the noise and determine it should dim the lights a bit.",2016-08-13 16:48:54,1,339,0.0,4.0,3.5,"[-0.4726197   0.74147123 -0.31701916 ...  0.8474265  -0.7420239
 -0.9115544 ]","[-0.7880333   0.18444788  0.8045607  ...  1.2773057  -1.1034756
 -0.03980442]","[ 1.125189    0.3830006  -0.4522387  ... -0.6307276  -1.4479693
  0.35224202]","[-0.13546407  1.3089198   0.03530282 ...  1.4940046  -3.2934687
 -0.59911674]",2,5,2,[],[],[]
180,341,7,166,71,Entering the room and waiting a couple seconds will determine that there is a presence in the room.,I enter the room.,The room will turn on the lights because it detected a presence.,2016-08-13 16:51:08,1,341,0.0,3.0,3.5,"[ 1.3103975  -0.8514914   0.41877672 ...  0.955167   -1.1261159
  0.6963065 ]","[ 0.52148706 -0.00129502 -0.61480045 ...  1.167375    0.33270898
  0.20444943]","[ 1.0639209  -0.30481172 -0.35365134 ...  0.17600162 -0.7812372
  0.48052529]",[ 2.8958054 -1.1575981 -0.5496751 ...  2.2985435 -1.5746442  1.3812813],9,21,2,[],[],[]
181,343,7,159,67,It is the predetermined time for the lights to dim.,"I walk out of the room, but leave a fan going on in the room.",The lights do not dim.,2016-08-13 16:53:27,1,343,4.0,5.0,3.5,"[-0.39004678  0.6766535   0.0593625  ...  1.1600169  -1.0624113
  0.07232739]","[ 0.26339245 -0.5506674  -0.53505397 ...  0.21749452 -1.1551349
 -0.07093915]","[ 1.025533   -0.43933207  0.18053232 ...  0.4413014  -1.0226948
 -0.7213146 ]","[ 0.89887863 -0.31334597 -0.29515916 ...  1.8188128  -3.240241
 -0.71992636]",6,10,13,[],[],[]
182,346,9,167,71,"Rabbits would be more secure from predators if there was lighting, but not enough to scare them away",Many rabbits enter our yard at night,"A certain level of lighting would come on when it detected the presence of a rabbit in the yard, and a brighter perimeter of lighting would assist in preventing predators from entering the area",2016-08-13 16:57:46,1,346,4.5,5.0,4.0,"[-0.05306349  0.7991759  -0.253083   ... -0.22779599  0.06322196
  0.34172335]","[-0.45669279 -0.17297049 -0.27273098 ...  0.0084593  -0.7048685
  0.08099966]","[-0.38786182 -0.04003618 -0.45521387 ...  0.28785038 -1.5961027
  0.6618693 ]","[-0.89761806  0.58616924 -0.98102784 ...  0.06851369 -2.2377493
  1.0845922 ]",22,16,19,"[['rabbits', 'enter', 'night']]",[],[]
183,347,7,164,70,The family dog heads for his water bowl in the middle of the night. ,The family dog.,The lights in that room should not turn on and wake everyone up. ,2016-08-13 16:58:06,1,347,4.5,3.5,3.5,"[-0.87183976 -0.04894444 -1.1547129  ...  0.04263516  0.35202467
  0.7528541 ]","[ 0.14237826 -0.79523456 -0.15668088 ... -0.20950279  0.18311055
 -0.13768741]","[ 0.13723917 -0.55157346 -1.113665   ...  0.03090124  0.27155188
  0.68963164]","[-0.59222233 -1.3957524  -2.4250586  ... -0.13596639  0.80668706
  1.3047984 ]",24,7,11,[],[],[]
184,348,10,166,71,It's dark and it's night time. I want to watch a movie but not in the dark. There are many activities to do in the room also.,I enter the dark room to watch TV.,"The light will turn on in the room but then it will adjust accordingly when it senses any other activities in the room. Such as movie night, it will dim the lights. Or reading a book in a certain spot of the room will have it shine a bit more brightly on that part. If there's more people, then it will brighten up the room but if the group of people want to play a board game then by sensing the motion of the bodies, it will adjust the lights.",2016-08-13 16:58:52,1,348,0.0,4.0,4.5,"[ 0.0333334   1.2419611   0.00999485 ... -0.20882791 -1.0287396
 -0.9570981 ]","[-0.4905448   1.081027    0.21045202 ...  0.637892   -0.6503798
 -0.18928048]","[ 0.75196266  0.04262932 -0.22675782 ...  0.50112504 -0.84286004
 -0.42797443]","[ 0.2947513   2.3656175  -0.00631095 ...  0.93018913 -2.5219793
 -1.5743531 ]",22,5,23,[],[],[]
185,350,8,164,70,The child wakes up in the middle of the night and wanders around the house to eventually end up in the parents room. ,A small child wakes up in the middle of the night. ,A limited amount of light should come on so the child will not be afraid or trip over anything. ,2016-08-13 17:01:38,1,350,4.0,4.0,4.5,"[ 0.7980084  -0.48573166 -0.8449125  ...  0.28046206 -0.03625743
  1.5912783 ]","[ 0.13909829  0.12299888 -0.3386444  ... -0.9481243   0.32812333
  1.0509882 ]","[ 0.45602274  0.02311557 -0.8540727  ...  0.24229059 -0.6855987
 -0.00223866]","[ 1.3931295  -0.3396172  -2.0376296  ... -0.42537165 -0.3937328
  2.640028  ]",24,12,4,[],[],[]
186,351,9,159,67,It is dark outside.,There is a stray or lost animal outside of my house.,The some of the lights turn on in response.,2016-08-13 17:02:20,1,351,3.0,1.5,2.25,"[-0.19598784  0.81960714 -0.0589173  ...  0.1923867  -0.07477636
  0.12611935]","[-0.5374148   0.2367983  -0.15625645 ...  0.1947351  -1.5142637
 -0.7585053 ]",[ 0.0160587 -1.4093959 -1.1192025 ...  0.1061547 -0.8338017  0.5478075],"[-0.7173439  -0.3529905  -1.3343762  ...  0.49327648 -2.4228418
 -0.08457845]",13,20,12,[],[],[]
187,352,9,164,70,The neighbors dog or any small animal wanders into your yard in the middle of the night. ,The neighbors dog. ,The lights should not turn on and wake everyone up. ,2016-08-13 17:05:12,1,352,4.0,2.0,3.0,"[ 0.3032316  -0.6772966  -1.0568413  ... -0.2470069  -0.71472913
  0.5591754 ]","[ 0.01762967 -0.89417225 -0.2647532  ... -0.55549425  0.10529944
  0.05229138]","[-0.45813593 -0.98054093 -0.2142969  ... -0.83068997 -0.83926624
  0.46711373]","[-0.13727467 -2.5520098  -1.5358914  ... -1.6331911  -1.4486959
  1.0785805 ]",24,7,3,[],[],[]
188,353,10,159,67,"The lights should dim for me to watch television, but not for my partner who is reading.","I am watching television, but my partner is reading a book beside me.",The lights dim in response to the television.,2016-08-13 17:06:41,1,353,4.0,3.5,2.0,"[ 0.56774294 -0.3154942  -0.38749313 ...  0.9137719  -0.41356653
  1.153031  ]","[-0.42699957  0.03493106 -0.02417427 ...  1.1442763  -0.6569744
  0.11904574]","[ 0.5206094   0.17629276 -1.1148456  ...  0.7970488  -0.24619658
  0.57591105]","[ 0.66135275 -0.10427038 -1.526513   ...  2.8550968  -1.3167374
  1.8479878 ]",6,3,8,[],[],[]
189,355,7,161,68,There is no movement or noise in the kitchen.,I step out of the kitchen and enter the living room.,The smart home fades off the lights in the kitchen.,2016-08-13 17:31:45,1,355,4.0,1.0,4.0,"[-0.10207373 -1.6103262  -0.73359567 ... -1.1190227  -1.0388281
  0.31823143]","[-0.03309393 -0.7130858  -0.03348223 ...  1.278097   -0.3491514
 -0.37464672]","[ 0.9608571  -1.272771   -0.36301783 ...  0.4203954  -1.2100582
 -0.1908634 ]","[ 0.82568944 -3.5961828  -1.1300957  ...  0.5794697  -2.5980377
 -0.24727869]",18,0,2,[],[],[]
190,357,7,170,72,Sound or movement does not meet a minimum threshold.,A pet is present or other ambient sound or movement occurs.,Lights automatically fade.,2016-08-13 18:11:45,1,357,2.0,3.5,3.5,"[-0.61660594 -0.4999416   0.2177728  ... -0.9926968  -0.5234154
 -0.45082155]","[-0.7152767   0.7330182   0.27309677 ...  1.1216067  -0.47370997
  0.94816726]","[-0.46295953 -1.0583225  -0.92576504 ...  0.16702358 -0.7795388
 -0.2790864 ]","[-1.7948422  -0.8252459  -0.4348955  ...  0.29593349 -1.7766641
  0.21825927]",11,11,3,[],[],[]
191,358,8,169,71,The room will turn on the lights based on an already learned difference between people or pets. The room will turn on the lights to a lower level for pets. This can be overridden with a voice command.,A pet enters the room.,"The room will light up when the room detects a person or pet, and adjust the brightness accordingly. ",2016-08-13 18:14:44,1,358,5.0,3.0,4.0,"[-0.34916708 -0.24916838 -0.04401046 ...  0.5242195  -1.0939103
 -0.26550376]","[-0.30373114 -0.1982067  -0.7511603  ...  0.9919845  -1.0437669
 -0.16053532]","[ 0.85000336 -0.72969186 -1.3875735  ...  0.03076178 -0.01826645
  0.6490731 ]","[ 0.19710511 -1.1770669  -2.1827443  ...  1.5469658  -2.1559436
  0.22303404]",14,21,3,[],[],[]
192,359,8,170,72,IR motion detection is specifically masked to only detect motion at a minimum height.,Pet walks into room.,Light does not automatically turn on.,2016-08-13 18:15:25,1,359,4.0,3.5,3.5,"[-1.3087084   0.32025784 -0.31954625 ... -0.8133332   0.7170556
  0.40149435]","[-0.18421453  0.06541298  0.26265067 ...  0.07725683 -0.9169106
 -1.2722389 ]","[ 0.9458438  -0.7837895  -1.2932099  ...  0.30032006  0.8088469
  1.0008641 ]","[-0.54707915 -0.3981187  -1.3501055  ... -0.4357563   0.6089919
  0.13011968]",12,6,3,[],[],[]
193,360,9,170,72,IR motion detection is specifically masked/directed to detect motion in nearby/vulnerable areas.,Car passes by on nearby road.,Lighting is not automatically turned on.,2016-08-13 18:19:25,1,360,4.0,4.0,4.0,"[-0.55570537  0.43475047 -0.127569   ... -0.67199373  0.5192383
  0.27731457]","[-0.00834656  0.10082754  0.3217608  ...  0.30686057 -0.9969733
 -1.6816376 ]","[-0.36552662  0.6423389   0.17177664 ... -0.37790278  0.12344071
  0.45647275]","[-0.92957854  1.1779169   0.36596844 ... -0.7430359  -0.3542943
 -0.94785035]",12,6,11,[],[],[]
194,363,10,170,72,"Television activation is detected by smarthub through remote sensor, perhaps ZigBee detection of current drop from power receptacle.",Television is turned on.,Lighting is dimmed in media viewing room.,2016-08-13 18:24:01,1,363,0.0,3.0,3.0,"[ 0.19924743 -0.1444288  -0.01913075 ...  0.87873024 -0.36180544
 -0.32100245]","[-0.01110272  0.07116275 -0.04314402 ...  0.85541815 -0.0655418
 -0.30802527]","[ 0.6360264  -1.1803486  -0.02624447 ...  0.83238584 -1.5841767
 -0.5512129 ]","[ 0.82417107 -1.2536148  -0.08851923 ...  2.5665343  -2.011524
 -1.1802406 ]",21,3,23,[],[],[]
195,364,8,152,70,Smart home sense the movement and noise of the footsteps.,It is dark and the person enter the room.,Smart home automatically turn the lights ON.,2016-08-13 18:24:52,1,364,4.0,2.5,4.0,"[ 0.21082775 -1.0823491  -0.15701339 ...  0.44840974  0.12866822
  0.48372778]","[ 0.02356609 -0.24824229 -0.3469068  ...  0.85922015 -0.8158184
 -0.5378051 ]","[ 0.6340079   0.33420125 -0.17583324 ...  0.42135382 -1.1821909
  0.34547606]","[ 0.8684017  -0.9963901  -0.6797534  ...  1.7289836  -1.8693411
  0.29139876]",0,8,17,[],[],[]
196,365,9,152,70,"Smart home senses the motion, movements and noise from the outside.",If the person enters with a wrong intention for a theft or burglary and he is outside waiting for the right time to strike.,It automatically switches on the light to scare away the intruders.,2016-08-13 18:28:09,1,365,4.5,4.5,4.5,"[-0.52916205 -0.56335664  0.19449973 ...  0.34111214 -0.32150957
  0.33961877]","[-0.09964325 -0.02115328 -0.03382653 ...  0.0653321   0.20149556
  0.37068757]","[ 0.48852563  0.77450293  0.27148056 ... -0.84420675 -1.515912
 -0.26655924]","[-0.14027967  0.18999302  0.43215376 ... -0.4377625  -1.6359261
  0.4437471 ]",12,2,12,[],[],[]
197,366,7,171,72,soft sound just barely meets the threshold,i walk through the house late at night for a snack. i would like a little light. i am walking softly in slippers,the lights come on but they are dim. ,2016-08-13 19:08:32,1,366,3.5,3.0,3.5,"[ 0.07773549  0.3077626  -0.80191463 ...  0.30368173 -0.6683062
  0.74157834]","[-0.11284142  0.08656067 -0.25488573 ...  0.89264345 -0.91364336
  0.49958542]","[-0.20304874  1.0264871  -1.2265375  ...  0.32162565 -0.2610837
 -0.16760708]","[-0.23815468  1.4208105  -2.2833378  ...  1.5179508  -1.8430332
  1.0735567 ]",3,12,21,"[['i', 'walk', 'house'], ['i', 'like', 'light'], ['i', 'walking', 'slippers']]",[],[]
198,368,7,164,70,If an elderly person is alone and falls but can't get up because she is injured. ,If someone falls.,The lights come on due to a voice command. ,2016-08-13 19:15:41,1,368,0.0,3.5,3.5,"[-0.5757528   0.7348256  -0.8118038  ...  0.9444577   0.23054431
  1.5922854 ]","[-0.02228505 -0.25972557  0.14779118 ...  0.79163104 -1.6988705
 -0.841648  ]","[-0.41037616  1.041952   -0.27912518 ...  0.1765313  -0.05543545
  1.4316616 ]",[-1.008414   1.517052  -0.9431379 ...  1.9126201 -1.5237616  2.1822991],3,8,11,[],[],[]
199,369,8,164,70,A parent enters a room to check on a sleeping child.,A parent enters a room. ,The parent is able to command the lights to stay off so that the child will not wake up. ,2016-08-13 19:18:01,1,369,3.0,4.0,5.0,"[ 0.14864615 -0.02873788 -1.2103531  ...  0.09108903  0.5475432
  1.6252989 ]","[-0.30181322 -1.3027284  -0.47464654 ... -0.45724645  0.08807151
  1.2968465 ]","[ 0.8858367  -1.1262273  -0.8831107  ...  0.27332267 -0.25390497
  1.2392716 ]","[ 0.7326696  -2.4576936  -2.5681105  ... -0.09283474  0.38170975
  4.161417  ]",24,22,2,[],[],[]
200,371,8,173,72,The sensors should be able to sense how much natural light is in the room.,I walk into a room during daylight,Lights should not turn on if room is already brightly lit.,2016-08-13 19:25:07,1,371,5.0,4.5,5.0,"[-0.07887418  0.89263207 -0.59581333 ...  0.6172969  -1.0238631
 -0.6960522 ]","[-0.08338608  0.08947055 -0.0736201  ...  0.44359452  0.16269374
 -0.56722075]","[ 0.62752557 -0.89606273 -0.5326117  ...  0.43367216 -0.657685
  0.06409271]","[ 0.46526533  0.08603989 -1.2020452  ...  1.4945636  -1.5188544
 -1.1991802 ]",2,12,2,"[['I', 'walk', 'room']]",[],[]
